"year","ISSUE_DATE","PERMIT_SUBTYPE_NAME","DESC_OF_WORK","FULL_ADDRESS","street","zip"
2021,"2021/09/28 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
TRINA TSM-330DD06M.05(II) SOLAR MODULES
(25) X330W = 8.250 KWdc @ STC
(25) IQ7-60-2-US ENPHASE MICRO INVERTERS","4053 BENNING RD NE, WASHINGTON, DC 20019","4053 BENNING RD NE","20019"
2021,"2021/09/20 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","1467 HOWARD RD SE, WASHINGTON, DC 20020","1467 HOWARD RD SE","20020"
2021,"2021/09/20 04:00:00+00","SOLAR SYSTEM","Installing 44 Asphalt Roof Mounted Solar Panels - 14.52 kW","2834 UNIVERSITY TER NW, WASHINGTON, DC 20016","2834 UNIVERSITY TER NW","20016"
2021,"2021/09/20 04:00:00+00","SOLAR SYSTEM","Installation of Solar array on Row Home Sunpower 10.137 KW","325 E ST NE, WASHINGTON, DC 20002","325 E ST NE","20002"
2021,"2021/12/28 05:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A 5.265 KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","1013 48TH PL NE, WASHINGTON, DC 20019","1013 48TH PL NE","20019"
2021,"2021/12/28 05:00:00+00","SOLAR SYSTEM","Insttall Solar array on Row Home  Sunpower 8.280KW","4119 7TH ST NW, WASHINGTON, DC 20011","4119 7TH ST NW","20011"
2021,"2021/09/28 04:00:00+00","SOLAR SYSTEM","REVISION of SOL2100178: Change of inverter to a 9kW three-phase.  Panel count and layout stays the same; 6.205kW roof-mount PV system with 17 solar modules.","1238 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003","1238 PENNSYLVANIA AVE SE","20003"
2021,"2021/09/28 04:00:00+00","SOLAR SYSTEM","Installing 14 Asphalt Roof Mounted Solar Panels - 4.62 kW","4527 WARREN ST NW, WASHINGTON, DC 20016","4527 WARREN ST NW","20016"
2021,"2021/09/28 04:00:00+00","SOLAR SYSTEM","Install of Flush Roof Mounted Solar PV System 
System Size: 8.00 kWp DC","1828 18TH ST SE, WASHINGTON, DC 20020","1828 18TH ST SE","20020"
2021,"2021/10/12 04:00:00+00","SOLAR SYSTEM","Installation of 1.45MWdc solar system consisting of solar PV modules, steel carport canopy, and associated inverters, panelboards, and switchgear to interconnect to the utility.","850 HOWARD RD SE, WASHINGTON, DC 20020","850 HOWARD RD SE","20020"
2021,"2021/10/12 04:00:00+00","SOLAR SYSTEM","Revision for SOL210391. MSP was changed and the main breaker is now 150A instead of 200A
Disconnect changed from fused to non fused 60 amp.
Changed from line side tap to breaker tie in.","141 12TH ST NE 2, WASHINGTON, DC 20002","141 12TH ST NE 2","20002"
2021,"2021/10/12 04:00:00+00","SOLAR SYSTEM","Install solar electric panels to roof of existing home to be interconnected with homes electrical system. 11 panels @ 3.74kW","664 NICHOLSON ST NE, WASHINGTON, DC 20011","664 NICHOLSON ST NE","20011"
2021,"2021/10/12 04:00:00+00","SOLAR SYSTEM","Install 15 REC 360W Solar Panels on Roof Surface of 402 Aspen ST NW","402 ASPEN ST NW, WASHINGTON, DC 20012","402 ASPEN ST NW","20012"
2021,"2021/10/12 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","702 JEFFERSON ST NE, WASHINGTON, DC 20011","702 JEFFERSON ST NE","20011"
2021,"2021/10/12 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","6526 5TH ST NW, WASHINGTON, DC 20012","6526 5TH ST NW","20012"
2021,"2021/10/12 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","230 NICHOLSON ST NE, WASHINGTON, DC 20011","230 NICHOLSON ST NE","20011"
2021,"2021/10/12 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","536 MADISON ST NW, WASHINGTON, DC 20011","536 MADISON ST NW","20011"
2021,"2021/10/12 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
TRINA TSM-335DD06M.05(II) SOLAR MODULES
(24) X335W = 8.040 KWdc @ STC
(24) IQ7-60-2-US ENPHASE MICRO INVERTERS","5858 EASTERN AVE NE, WASHINGTON, DC 20011","5858 EASTERN AVE NE","20011"
2021,"2021/12/27 05:00:00+00","SOLAR SYSTEM","HISTORIC
To install 7.12kW size of solar panels with a
system height of 1.1 feet on roof of building.","222 KENTUCKY AVE SE, WASHINGTON, DC 20003","222 KENTUCKY AVE SE","20003"
2021,"2021/12/27 05:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A 7.29 KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","18 52ND ST SE, WASHINGTON, DC 20019","18 52ND ST SE","20019"
2021,"2021/09/13 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
TRINA TSM-330DD06M.05(II) SOLAR MODULES
(20) X330W = 6.600 KWdc @ STC
(5) APS QS1 MICRO INVERTERS","5578 JAY ST NE, WASHINGTON, DC 20019","5578 JAY ST NE","20019"
2021,"2021/09/13 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
TRINA TSM-330DD06M.05(II) SOLAR MODULES
(20) X330W = 6.600 KWdc @ STC
(4) APS QS1 (240V), (2) APS YC600 (240V) MICRO INVERTERS","627 BRANDYWINE ST SE, WASHINGTON, DC 20032","627 BRANDYWINE ST SE","20032"
2021,"2021/11/15 05:00:00+00","SOLAR SYSTEM","To install 4.45 kW size of solar panels with a
system height of 1.1 feet on roof of building.","161 D ST SE, WASHINGTON, DC 20003","161 D ST SE","20003"
2021,"2021/11/15 05:00:00+00","SOLAR SYSTEM","Revision to SOL2102184: install change from
beams to penetrated. Also, installing less
panels at lower wattage.

To install 6.375 kW size of solar panels with
a system height of 1.1 feet on roof of
building.","2539 18TH ST SE, WASHINGTON, DC 20020","2539 18TH ST SE","20020"
2021,"2021/11/17 05:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A 9.2KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","3325 7TH ST SE, WASHINGTON, DC 20032","3325 7TH ST SE","20032"
2021,"2021/11/17 05:00:00+00","SOLAR SYSTEM","Installation of 30 residential roof mounted solar panels 12.00 kW DC.  633.9 array sq. ft.","2001 48TH ST NW, WASHINGTON, DC 20007","2001 48TH ST NW","20007"
2021,"2021/11/15 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","3626 BRANDYWINE ST NW, WASHINGTON, DC 20008","3626 BRANDYWINE ST NW","20008"
2021,"2021/11/17 05:00:00+00","SOLAR SYSTEM","This is a revision of the prior, existing permit.  Permit revision to SOL2101169  to reflect 1 added panel and new layout. Old system size was 4.05kW, new system size is 4.45kW.","134 ELMIRA ST SW, WASHINGTON, DC 20032","134 ELMIRA ST SW","20032"
2021,"2021/11/16 05:00:00+00","SOLAR SYSTEM","Installation of Solar Array on Row home carriage house in rear 8.64 kw Sunpower solar Array","1818 4TH ST NW, WASHINGTON, DC 20001","1818 4TH ST NW","20001"
2021,"2021/11/16 05:00:00+00","SOLAR SYSTEM","Installation of (20) SunPower 360-watt AC panels (7.2kW) with integrated micro-inverters on residential rooftop","419 GALLATIN ST NW, WASHINGTON, DC 20011","419 GALLATIN ST NW","20011"
2021,"2021/11/15 05:00:00+00","SOLAR SYSTEM","To install 3.70 kW size of solar panels with a
system height of 1.1 feet on roof of building.","1420 T ST NW 2, WASHINGTON, DC 20009","1420 T ST NW 2","20009"
2021,"2021/11/15 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","3419 BAKER ST NE, WASHINGTON, DC 20019","3419 BAKER ST NE","20019"
2021,"2021/11/16 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","1610 GIRARD ST NE, WASHINGTON, DC 20018","1610 GIRARD ST NE","20018"
2021,"2021/11/16 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","1435 PERRY PL NW 1, WASHINGTON, DC 20010","1435 PERRY PL NW 1","20010"
2021,"2021/11/16 05:00:00+00","SOLAR SYSTEM","REVISION of SOL2102247: Added an additional outdoor disconnect to the one-line diagram.","3105 MILITARY RD NW, WASHINGTON, DC 20015","3105 MILITARY RD NW","20015"
2021,"2021/11/15 05:00:00+00","SOLAR SYSTEM","Install 26 roof mounted solar panels, 9.1 KW","2626 4TH ST NE, WASHINGTON, DC 20002","2626 4TH ST NE","20002"
2021,"2021/11/16 05:00:00+00","SOLAR SYSTEM","To install 4.81 kW size of solar panels with a
system height of 1.1 feet on roof of building.","2118 NORTH CAPITOL ST NW, WASHINGTON, DC 20002","2118 NORTH CAPITOL ST NW","20002"
2021,"2021/11/16 05:00:00+00","SOLAR SYSTEM","To install 6.26kW size of solar panels with a
system height of 1.1 feet on roof of building.","710 15TH ST SE, WASHINGTON, DC 20003","710 15TH ST SE","20003"
2021,"2021/11/16 05:00:00+00","SOLAR SYSTEM","To install 9.79kW size of solar panels with a
system height of 1.1 feet on roof of building.","48 ADAMS ST NW, WASHINGTON, DC 20001","48 ADAMS ST NW","20001"
2021,"2021/11/16 05:00:00+00","SOLAR SYSTEM","To install 5.18kW size of solar panels with a
system height of 1.1 feet on roof of building.","2827 4TH ST NE, WASHINGTON, DC 20002","2827 4TH ST NE","20002"
2021,"2021/11/16 05:00:00+00","SOLAR SYSTEM","To install 9.25kW size of solar panels with a
system height of 1.1 feet on roof of building.","1011 HAMLIN ST NE, WASHINGTON, DC 20017","1011 HAMLIN ST NE","20017"
2021,"2021/11/16 05:00:00+00","SOLAR SYSTEM","To install 6.66kW size of solar panels with a
system height of 1.1 feet on roof of building.","919 L ST NE, WASHINGTON, DC 20002","919 L ST NE","20002"
2021,"2021/11/16 05:00:00+00","SOLAR SYSTEM","To install 7.12kW size of solar panels with a
system height of 1.1 feet on roof of building.","1324 NORTH CAROLINA AVE NE, WASHINGTON, DC 20002","1324 NORTH CAROLINA AVE NE","20002"
2021,"2021/11/15 05:00:00+00","SOLAR SYSTEM","3.2 kW system installed on residential roof using 10 320W Seraphim solar modules. #SWDC2021","737 32ND ST SE, WASHINGTON, DC 20019","737 32ND ST SE","20019"
2021,"2021/11/15 05:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
HANWHA Q-CELLS Q.PEAK DUO BLK-G6+ 340 SOLAR MODULES
(23) X340W = 7.820 KWdc @ STC
(23) IQ7-60-2-US ENPHASE MICRO INVERTERS","5307 D ST SE, WASHINGTON, DC 20019","5307 D ST SE","20019"
2021,"2021/11/15 05:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
HANWHA Q-CELLS Q.PEAK DUO BLK-G6+ 340 SOLAR MODULES
(21) X340W = 7.140 KWdc @ STC
(21) IQ7-60-2-US ENPHASE MICRO INVERTERS","613 ELMIRA ST SE, WASHINGTON, DC 20032","613 ELMIRA ST SE","20032"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","1911 17TH ST NW, WASHINGTON, DC 20009","1911 17TH ST NW","20009"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","Installtion of Solar array on Row Home   Sunpower 12.96 kW System","3018 O ST NW, WASHINGTON, DC 20007","3018 O ST NW","20007"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","125 U ST NE, WASHINGTON, DC 20002","125 U ST NE","20002"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","112 OGLETHORPE ST NE, WASHINGTON, DC 20011","112 OGLETHORPE ST NE","20011"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","4382 DUBOIS PL SE, WASHINGTON, DC 20019","4382 DUBOIS PL SE","20019"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","5012 V ST NW, WASHINGTON, DC 20007","5012 V ST NW","20007"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","To install 5.55kW size of solar panels with a
system height of 1.1 feet on roof of building.","1353 SHERIDAN ST NW, WASHINGTON, DC 20011","1353 SHERIDAN ST NW","20011"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","To install 9.79kW size of solar panels with a
system height of 1.1 feet on roof of building.","901 HAMILTON ST NE, WASHINGTON, DC 20011","901 HAMILTON ST NE","20011"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","To install 8.88kW size of solar panels with a
system height of 1.1 feet on roof of building.","1626 WEBSTER ST NW, WASHINGTON, DC 20011","1626 WEBSTER ST NW","20011"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
(26) TRINA SOLAR TSM-330DD06H.05(II)
(26) ENPHASE IQ7-60-2-US","1211 46TH ST SE, WASHINGTON, DC 20019","1211 46TH ST SE","20019"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","Installation of 17 roof mounted solar panels","810 FARRAGUT ST NW, WASHINGTON, DC 20011","810 FARRAGUT ST NW","20011"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","Installation of 20 roof mounted solar panels","2390 ELVANS RD SE, WASHINGTON, DC 20020","2390 ELVANS RD SE","20020"
2021,"2021/11/01 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
TRINA TSM-335DD06M.05(II) SOLAR MODULES
(30) X335W = 10.050 KWdc @ STC
(30) IQ7-60-2-US ENPHASE MICRO INVERTERS","222 EMERSON ST NW, WASHINGTON, DC 20011","222 EMERSON ST NW","20011"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","Installation of 20 roof mounted solar panels","1019 COOK DR SE","1019 COOK DR SE",NA
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","Installation of a 7.65kW solar PV system on rooftop of building. Array positively attached to the roof. Modules equipped with MLPE RSDs and strung to a SMA 7.0k inverter. AC output run from inverter into dedicated PV disconnect and into main distribution panel.","1706 EUCLID ST NW, WASHINGTON, DC 20009","1706 EUCLID ST NW","20009"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","To install 6.46 kW size of solar panels with a
system height of 1.1 feet on roof of building.","3351 BLAINE ST NE, WASHINGTON, DC 20019","3351 BLAINE ST NE","20019"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","1424 PARKWOOD PL NW, WASHINGTON, DC 20010","1424 PARKWOOD PL NW","20010"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
TRINA TSM-335DD06M.05(II) SOLAR MODULES
(16) X335W = 5.360 KWdc @ STC
(4) APS QS1 APS MICRO INVERTERS","714 BURNS ST SE, WASHINGTON, DC 20019","714 BURNS ST SE","20019"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","To install 8.14kW size of solar panels with a
system height of 1.1 feet on roof of building.","300 ALLISON ST NW, WASHINGTON, DC 20011","300 ALLISON ST NW","20011"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","To install 8.01kW size of solar panels with a
system height of 1.1 feet on roof of building.","2029 37TH ST NW, WASHINGTON, DC 20007","2029 37TH ST NW","20007"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","To install 6.675kW size of solar panels with a
system height of 1.1 feet on roof of building.","312 CHANNING ST NE, WASHINGTON, DC 20002","312 CHANNING ST NE","20002"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","To install 11.57kW size of solar panels with a
system height of 1.1 feet on roof of building.","4725 9TH ST NW, WASHINGTON, DC 20011","4725 9TH ST NW","20011"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","To install 6.23kW size of solar panels with a
system height of 1.1 feet on roof of building.","324 34TH PL NE, WASHINGTON, DC 20019","324 34TH PL NE","20019"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","To install 10.36 kW size of solar panels with a
system height of 1.1 feet on roof of building.","2031 HAMLIN ST NE, WASHINGTON, DC 20018","2031 HAMLIN ST NE","20018"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","This is a permit revision for SOL2102180. The capacity has increased from 404.55 kW to 414.9 kW (899 modules to 922). The plans for the larger system were approved on ProjectDox from the previous submission.","3935 MACOMB ST NW, WASHINGTON, DC 20016","3935 MACOMB ST NW","20016"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
TRINA TSM-335DD06M.05(II) SOLAR MODULES
(16) X335W = 5.360 KWdc @ STC
(16) IQ7-60-2-US ENPHASE MICRO INVERTERS","5534 BASS PL SE, WASHINGTON, DC 20019","5534 BASS PL SE","20019"
2021,"2021/10/22 04:00:00+00","SOLAR SYSTEM","Installing 9 Asphalt Roof Mounted Solar Panels - 2.97 kW","410 QUACKENBOS ST NE, WASHINGTON, DC 20011","410 QUACKENBOS ST NE","20011"
2021,"2021/12/16 05:00:00+00","SOLAR SYSTEM","HE PROJECT SCOPE INCLUDES THE INSTALLATION OF A 3.24KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFETY EQUIPMENT. ALL EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","4379 DUBOIS PL SE, WASHINGTON, DC 20019","4379 DUBOIS PL SE","20019"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Installation of (18) SunPower 350-watt AC panels (6.3kW) with integrated micro-inverters on residential rooftop, Installation of SunPower SunVault (13kW) ESS Battery Backup","5709 2ND ST NE, WASHINGTON, DC 20011","5709 2ND ST NE","20011"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","To install 5.785 kW size of solar panels with a
system height of 1.1 feet on roof of building.","1756 HOBART ST NW, WASHINGTON, DC 20009","1756 HOBART ST NW","20009"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","SFD Installation of 38 roof mounted solar panels","4918 7TH ST NE, WASHINGTON, DC 20017","4918 7TH ST NE","20017"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
TRINA TSM-330DD06M.05(II) SOLAR MODULES
(19) X330W = 6.270 KWdc @ STC
(19) IQ7-60-2-US ENPHASE MICRO INVERTERS","4212 CLAY ST NE, WASHINGTON, DC 20019","4212 CLAY ST NE","20019"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","700 EAST CAPITOL ST NE, WASHINGTON, DC 20003","700 EAST CAPITOL ST NE","20003"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","91 SHERIDAN ST NE, WASHINGTON, DC 20011","91 SHERIDAN ST NE","20011"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Installing 21 Roof Mounted Solar Panels - 7.665 kW","4512 GEORGIA AVE NW, WASHINGTON, DC 20011","4512 GEORGIA AVE NW","20011"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Install 24 roof mounted solar panels, 8.76 KW","7110 ALASKA AVE NW, WASHINGTON, DC 20012","7110 ALASKA AVE NW","20012"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","To install 8.01kW size of solar panels with a
system height of 1.1 feet on roof of building.","713 VAN BUREN ST NW, WASHINGTON, DC 20012","713 VAN BUREN ST NW","20012"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Installation of 23 residential roof mounted solar panels 9.20 kW DC.  485.99 array sq. ft.","2738 KNOX TER SE, WASHINGTON, DC 20020","2738 KNOX TER SE","20020"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Inatall 3KW (8 panels) roof-mounted solar PV system","1122 BUCHANAN ST NW, WASHINGTON, DC 20011","1122 BUCHANAN ST NW","20011"
2021,"2021/09/10 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
TRINA TSM-330DD06M.05(II) SOLAR MODULES
(40) X330W = 13.200 KWdc @ STC
(40) IQ7-60-2-US ENPHASE MICRO INVERTERS","5913 FOOTE ST NE, WASHINGTON, DC 20019","5913 FOOTE ST NE","20019"
2021,"2021/09/10 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
TRINA TSM-330DD06M.05(II) SOLAR MODULES
(46) X330W = 15.180 KWdc @ STC
(46) IQ7-60-2-US ENPHASE MICRO INVERTERS","4408 ALABAMA AVE SE, WASHINGTON, DC 20019","4408 ALABAMA AVE SE","20019"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","To install 142.875 kW size of solar panels ballasted
on roof of building with a system height of 10.5""","2100 NEW YORK AVE NE, WASHINGTON, DC 20002","2100 NEW YORK AVE NE","20002"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","1731 S ST SE, WASHINGTON, DC 20020","1731 S ST SE","20020"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","1113 ABBEY PL NE, WASHINGTON, DC 20002","1113 ABBEY PL NE","20002"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","2422 4TH ST NE, WASHINGTON, DC 20002","2422 4TH ST NE","20002"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","55 BUCHANAN ST NE, WASHINGTON, DC 20011","55 BUCHANAN ST NE","20011"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","INSTALL 27 ROOF MOUNTED SOLAR PANELS","1638 K ST NE, WASHINGTON, DC 20002","1638 K ST NE","20002"
2021,"2021/09/24 04:00:00+00","SOLAR SYSTEM","To install 4.895 kW size of solar panels with a
system height of 1.1 feet on roof of building.","618 INGRAHAM ST NW, WASHINGTON, DC 20011","618 INGRAHAM ST NW","20011"
2021,"2021/09/23 04:00:00+00","SOLAR SYSTEM","To install 8.01kW size of solar panels with a
system height of 1.1 feet on roof of building.","515 1/2 U ST NW, WASHINGTON, DC 20001","515 1/2 U ST NW","20001"
2021,"2021/09/23 04:00:00+00","SOLAR SYSTEM","Install 23 roof mounted solar panels, 8.05 KW","1608 WEBSTER ST NW, WASHINGTON, DC 20011","1608 WEBSTER ST NW","20011"
2021,"2021/09/23 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
TRINA TSM-330DD06M.05(II) SOLAR MODULES
(67) X330W = 22.110 KWdc @ STC
(67) IQ7-60-2-US ENPHASE MICRO INVERTERS","3520 ELY PL SE, WASHINGTON, DC 20019","3520 ELY PL SE","20019"
2021,"2021/09/24 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","1031 49TH ST NE, WASHINGTON, DC 20019","1031 49TH ST NE","20019"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Installing 13 Asphalt Roof Mounted Solar Panels - 4.290 kW","2704 13TH ST NE, WASHINGTON, DC 20018","2704 13TH ST NE","20018"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","We are installing a set of rooftop solar canopies consisting of 1274 410Watt bifacial solar modules, four 100kW inverters and one 66.6kW inverter. The system will produce alternating electricity at 480Volts and be interconnected to the buildings electrical infrastructure in the rooftop electrical room.","1050 CONNECTICUT AVE NW, WASHINGTON, DC 20036","1050 CONNECTICUT AVE NW","20036"
2021,"2021/10/15 04:00:00+00","SOLAR SYSTEM","Installation of (24) SunPower 400-watt AC panels (9.6kW) with integrated micro-inverters on residential rooftop.","5727 16TH ST NW, WASHINGTON, DC 20011","5727 16TH ST NW","20011"
2021,"2021/09/10 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
TRINA TSM-330DD06M.05(II) SOLAR MODULES
(19) X330W = 6.270 KWdc @ STC
(5) APS QS1 (240V)","624 ELMIRA ST SE, WASHINGTON, DC 20032","624 ELMIRA ST SE","20032"
2021,"2021/09/10 04:00:00+00","SOLAR SYSTEM","Install of Flush Roof Mounted Solar PV System

System Size: 5.11 kWp DC","5733 MORELAND ST NW, WASHINGTON, DC 20015","5733 MORELAND ST NW","20015"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","1346 JACKSON ST NE, WASHINGTON, DC 20017","1346 JACKSON ST NE","20017"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","Installation of 9 residential roof mounted solar panels 3.60 kW DC.  190.17 array sq. ft.","36 GIRARD ST NE, WASHINGTON, DC 20002","36 GIRARD ST NE","20002"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","To install 4.005kW size of solar panels on roof of
building.","2224 S ST SE, WASHINGTON, DC 20020","2224 S ST SE","20020"
2021,"2021/10/25 04:00:00+00","SOLAR SYSTEM","To install 7.40kW size of solar panels with a
system height of 1.1 feet on roof of building.","3622 T ST NW, WASHINGTON, DC 20007","3622 T ST NW","20007"
2021,"2021/09/23 04:00:00+00","SOLAR SYSTEM","installation for 19 roof-mounted, grid-connected photovoltaic system solar panels on single family residence 6.84kw","721 MADISON ST NW, WASHINGTON, DC 20011","721 MADISON ST NW","20011"
2021,"2021/10/15 04:00:00+00","SOLAR SYSTEM","INSTALL 13 ROOF MOUNTED SOLAR PANELS","6621 7TH PL NW, WASHINGTON, DC 20012","6621 7TH PL NW","20012"
2021,"2021/10/15 04:00:00+00","SOLAR SYSTEM","Installation of 21 roof mounted solar panels","1440 ASPEN ST NW, WASHINGTON, DC 20012","1440 ASPEN ST NW","20012"
